517;Коломна;Московская область;Центральный;144642;1177
518;Котельники;Московская область;Центральный;32347;17 век
519;Королёв;Московская область;Центральный;183452;1938
520;Красноармейск;Московская область;Центральный;26294;1928
521;Красногорск;Московская область;Центральный;116738;1932
522;Краснозаводск;Московская область;Центральный;13432;1916
523;Краснознаменск;Московская область;Центральный;36057;1952
524;Кубинка;Московская область;Центральный;22918;15 век
525;Куровское;Московская область;Центральный;21821;1646
526;Ликино-Дулёво;Московская область;Центральный;31331;1930
527;Лобня;Московская область;Центральный;74350;1902
528;Лосино-Петровский;Московская область;Центральный;22550;1708
529;Луховицы;Московская область;Центральный;29849;1594
530;Лыткарино;Московская область;Центральный;55147;15 век
531;Люберцы;Московская область;Центральный;171978;1623
532;Можайск;Московская область;Центральный;31388;1231
533;Московский;Москва;Центральный;17363;1969
534;Мытищи;Московская область;Центральный;173341;1460
535;Наро-Фоминск;Московская область;Центральный;64640;1840
536;Ногинск;Московская область;Центральный;99762;1389
537;Одинцово;Московская область;Центральный;139021;1470
538;Ожерелье;Московская область;Центральный;10444;1578
539;Озёры;Московская область;Центральный;25788;1834
540;Орехово-Зуево;Московская область;Центральный;120620;1917
541;Павловский Посад;Московская область;Центральный;63771;1328
542;Пересвет;Московская область;Центральный;14142;1948
543;Подольск;Московская область;Центральный;187956;1559
544;Протвино;Московская область;Центральный;37308;1960
545;Пушкино;Московская область;Центральный;102840;1499
546;Пущино;Московская область;Центральный;20263;1956
547;Раменское;Московская область;Центральный;96355;1378
548;Реутов;Московская область;Центральный;87195;15 век
549;Рошаль;Московская область;Центральный;21265;1916
550;Руза;Московская область;Центральный;13495;1328
551;Сергиев Посад;Московская область;Центральный;110878;1337
552;Серпухов;Московская область;Центральный;126496;1339
553;Солнечногорск;Московская область;Центральный;52996;18 век
554;Старая Купавна;Московская область;Центральный;21859;14 век
555;Ступино;Московская область;Центральный;66942;1938
556;Талдом;Московская область;Центральный;13819;1929
557;Троицк;Москва;Центральный;39874;17 век
558;Фрязино;Московская область;Центральный;55449;1584
559;Химки;Московская область;Центральный;207125;1850
560;Хотьково;Московская область;Центральный;21612;1308
561;Черноголовка;Московская область;Центральный;20986;1710
562;Чехов;Московская область;Центральный;60677;1175
563;Шатура;Московская область;Центральный;32836;1423
564;Щёлково;Московская область;Центральный;110380;16 век
565;Щербинка;Москва;Центральный;32836;14 век
566;Электрогорск;Московская область;Центральный;22120;1912
567;Электросталь;Московская область;Центральный;155324;1916
568;Электроугли;Московская область;Центральный;20120;1899
569;Юбилейный;Московская область;Центральный;33221;1972
570;Яхрома;Московская область;Центральный;13248;1841
571;Апатиты;Мурманская область;Северо-Западный;59690;1926
572;Гаджиево;Мурманская область;Северо-Западный;11089;1957
573;Заозёрск;Мурманская область;Северо-Западный;11206;1958
574;Заполярный;Мурманская область;Северо-Западный;15835;1956
575;Кандалакша;Мурманская область;Северо-Западный;35659;11 век
576;Кировск;Мурманская область;Северо-Западный;28659;1929
577;Ковдор;Мурманская область;Северо-Западный;18836;1953
578;Кола;Мурманская область;Северо-Западный;10447;1517
579;Мончегорск;Мурманская область;Северо-Западный;45381;1937
580;Мурманск;Мурманская область;Северо-Западный;307664;1916
581;Оленегорск;Мурманская область;Северо-Западный;23079;1949
582;Островной;Мурманская область;Северо-Западный;2177;1611
583;Полярные Зори;Мурманская область;Северо-Западный;15106;1968
584;Полярный;Мурманская область;Северо-Западный;17304;1896
585;Североморск;Мурманская область;Северо-Западный;50076;1896
586;Снежногорск;Мурманская область;Северо-Западный;12698;1970
587;Нарьян-Мар;Ненецкий Авт. Окр.;Северо-Западный;21296;1929
588;Арзамас;Нижегородская область;Приволжский;106367;1552
589;Балахна;Нижегородская область;Приволжский;51526;1399
590;Богородск;Нижегородская область;Приволжский;25497;1570
591;Бор;Нижегородская область;Приволжский;78079;14 век
592;Ветлуга;Нижегородская область;Приволжский;8956;1606
593;Володарск;Нижегородская область;Приволжский;9924;1932
594;Ворсма;Нижегородская область;Приволжский;11622;16 век
595;Выкса;Нижегородская область;Приволжский;56196;1757
596;Горбатов;Нижегородская область;Приволжский;2278;16 век
597;Городец;Нижегородская область;Приволжский;30699;12 век
598;Дзержинск;Нижегородская область;Приволжский;240762;1606
599;Заволжье;Нижегородская область;Приволжский;40265;1950
600;Княгинино;Нижегородская область;Приволжский;6708;1569
601;Кстово;Нижегородская область;Приволжский;66641;15 век
602;Кулебаки;Нижегородская область;Приволжский;35762;1677-1678
603;Лукоянов;Нижегородская область;Приволжский;14949;16 век
604;Лысково;Нижегородская область;Приволжский;21882;1410
605;Навашино;Нижегородская область;Приволжский;16413;1957
606;Нижний Новгород;Нижегородская область;Приволжский;1250615;1221
607;Павлово;Нижегородская область;Приволжский;60699;1566
608;Первомайск;Нижегородская область;Приволжский;14567;19 век
609;Перевоз;Нижегородская область;Приволжский;9201;16 век
610;Саров;Нижегородская область;Приволжский;92073;1691
611;Семёнов;Нижегородская область;Приволжский;24472;1644
612;Сергач;Нижегородская область;Приволжский;21387;1649
613;Урень;Нижегородская область;Приволжский;12311;1719
614;Чкаловск;Нижегородская область;Приволжский;12371;12 век
615;Шахунья;Нижегородская область;Приволжский;21337;1921
616;Боровичи;Новгородская область;Северо-Западный;54731;15 век
617;Валдай;Новгородская область;Северо-Западный;16099;15 век
618;Великий Новгород;Новгородская область;Северо-Западный;218724;8—9 века
619;Малая Вишера;Новгородская область;Северо-Западный;12461;1843
620;Окуловка;Новгородская область;Северо-Западный;12464;1851
621;Пестово;Новгородская область;Северо-Западный;15911;1918
622;Сольцы;Новгородская область;Северо-Западный;10317;1390
623;Старая Русса;Новгородская область;Северо-Западный;32235;1167
624;Холм;Новгородская область;Северо-Западный;3829;1144
625;Чудово;Новгородская область;Северо-Западный;16148;16 век
626;Барабинск;Новосибирская область;Сибирский;30250;1893
627;Бердск;Новосибирская область;Сибирский;98809;1944
628;Болотное;Новосибирская область;Сибирский;16969;1805
629;Искитим;Новосибирская область;Сибирский;60072;1717
630;Карасук;Новосибирская область;Сибирский;28929;1912
631;Каргат;Новосибирская область;Сибирский;10620;18 век
632;Куйбышев;Новосибирская область;Сибирский;47278;1722
633;Купино;Новосибирская область;Сибирский;15448;1886
634;Новосибирск;Новосибирская область;Сибирский;1498921;1893
635;Обь;Новосибирская область;Сибирский;26137;1934
636;Татарск;Новосибирская область;Сибирский;26114;1894
637;Тогучин;Новосибирская область;Сибирский;21531;1867
638;Черепаново;Новосибирская область;Сибирский;19346;1912
639;Чулым;Новосибирская область;Сибирский;11964;1762
640;Исилькуль;Омская область;Сибирский;25905;1895
641;Калачинск;Омская область;Сибирский;24000;1952
642;Называевск;Омская область;Сибирский;12119;1910
643;Омск;Омская область;Сибирский;1154000;1716
644;Тара;Омская область;Сибирский;26664;1594
645;Тюкалинск;Омская область;Сибирский;12050;1759
646;Абдулино;Оренбургская область;Приволжский;20663;1795
647;Бугуруслан;Оренбургская область;Приволжский;52249;1748
648;Бузулук;Оренбургская область;Приволжский;82816;1736
649;Гай;Оренбургская область;Приволжский;38302;1959
650;Кувандык;Оренбургская область;Приволжский;26176;19 век
651;Медногорск;Оренбургская область;Приволжский;27253;1933
652;Новотроицк;Оренбургская область;Приволжский;97914;1920
653;Оренбург;Оренбургская область;Приволжский;570329;1743
654;Орск;Оренбургская область;Приволжский;238006;1735
655;Соль-Илецк;Оренбургская область;Приволжский;26308;1754
656;Сорочинск;Оренбургская область;Приволжский;30136;1737
657;Ясный;Оренбургская область;Приволжский;16082;1961
658;Болхов;Орловская область;Центральный;11421;1196
659;Дмитровск;Орловская область;Центральный;5956;1711
660;Ливны;Орловская область;Центральный;50430;1586
661;Малоархангельск;Орловская область;Центральный;3872;17 век
662;Мценск;Орловская область;Центральный;43216;1146
663;Новосиль;Орловская область;Центральный;3799;1155
664;Орёл;Орловская область;Центральный;317854;1566
665;Белинский;Пензенская область;Приволжский;8567;1708
666;Городище;Пензенская область;Приволжский;8102;1681
667;Заречный;Пензенская область;Приволжский;63579;1958
668;Каменка;Пензенская область;Приволжский;39579;18 век
669;Кузнецк;Пензенская область;Приволжский;88886;1699
670;Нижний Ломов;Пензенская область;Приволжский;22678;1636
671;Никольск;Пензенская область;Приволжский;22471;1761
672;Пенза;Пензенская область;Приволжский;519592;1663
673;Сердобск;Пензенская область;Приволжский;35393;1698
674;Спасск;Пензенская область;Приволжский;7442;17 век
675;Сурск;Пензенская область;Приволжский;7032;1849
676;Александровск;Пермский край;Приволжский;15022;1783
677;Березники;Пермский край;Приволжский;156350;1932
678;Верещагино;Пермский край;Приволжский;22760;1898
679;Горнозаводск;Пермский край;Приволжский;12334;1947
680;Гремячинск;Пермский край;Приволжский;11005;1941
681;Губаха;Пермский край;Приволжский;27544;1755
682;Добрянка;Пермский край;Приволжский;35720;1623
683;Кизел;Пермский край;Приволжский;20277;1750
684;Красновишерск;Пермский край;Приволжский;17129;1894
685;Краснокамск;Пермский край;Приволжский;52632;1929
686;Кудымкар;Пермский край;Приволжский;30711;1579
687;Кунгур;Пермский край;Приволжский;67857;1663
688;Лысьва;Пермский край;Приволжский;67712;1785
689;Нытва;Пермский край;Приволжский;19041;1756
690;Оса;Пермский край;Приволжский;22420;1591
691;Оханск;Пермский край;Приволжский;7597;1547
692;Очёр;Пермский край;Приволжский;15003;1759
693;Пермь;Пермский край;Приволжский;1000679;1723
694;Соликамск;Пермский край;Приволжский;97239;1430
695;Усолье;Пермский край;Приволжский;5694;1606
696;Чайковский;Пермский край;Приволжский;82933;1955
697;Чердынь;Пермский край;Приволжский;4920;1451
698;Чёрмоз;Пермский край;Приволжский;4017;1701
699;Чернушка;Пермский край;Приволжский;33275;1854
700;Чусовой;Пермский край;Приволжский;46740;1878
701;Арсеньев;Приморский край;Дальневосточный;56742;1902
702;Артём;Приморский край;Дальневосточный;102636;1924
703;Большой Камень;Приморский край;Дальневосточный;40701;1947
704;Владивосток;Приморский край;Дальневосточный;592069;1860
705;Дальнегорск;Приморский край;Дальневосточный;37503;1897
706;Дальнереченск;Приморский край;Дальневосточный;27601;1859
707;Лесозаводск;Приморский край;Дальневосточный;36975;1932
708;Находка;Приморский край;Дальневосточный;159695;1864
709;Партизанск;Приморский край;Дальневосточный;38648;1896
710;Спасск-Дальний;Приморский край;Дальневосточный;44166;1886
711;Уссурийск;Приморский край;Дальневосточный;157946;1866
712;Фокино;Приморский край;Дальневосточный;23683;1891
713;Великие Луки;Псковская область;Северо-Западный;98778;1166
714;Гдов;Псковская область;Северо-Западный;4379;14 век
715;Дно;Псковская область;Северо-Западный;9061;1897
716;Невель;Псковская область;Северо-Западный;16324;1562
717;Новоржев;Псковская область;Северо-Западный;3695;1777
718;Новосокольники;Псковская область;Северо-Западный;8119;1901
719;Опочка;Псковская область;Северо-Западный;11601;1414
720;Остров;Псковская область;Северо-Западный;21670;1341
721;Печоры;Псковская область;Северо-Западный;12308;1473
722;Порхов;Псковская область;Северо-Западный;10608;1239
723;Псков;Псковская область;Северо-Западный;203974;903
724;Пустошка;Псковская область;Северо-Западный;4619;1901
725;Пыталово;Псковская область;Северо-Западный;5826;1782
726;Себеж;Псковская область;Северо-Западный;6375;1414
727;Азов;Ростовская область;Южный;82882;1067
728;Аксай;Ростовская область;Южный;41984;1957
729;Батайск;Ростовская область;Южный;112400;1938
730;Белая Калитва;Ростовская область;Южный;43688;1703
731;Волгодонск;Ростовская область;Южный;170621;1950
732;Гуково;Ростовская область;Южный;67268;1878
733;Донецк;Ростовская область;Южный;50085;1681
734;Зверево;Ростовская область;Южный;22416;1819
735;Зерноград;Ростовская область;Южный;26850;1929
736;Каменск-Шахтинский;Ростовская область;Южный;95306;1671
737;Константиновск;Ростовская область;Южный;17926;1864
738;Красный Сулин;Ростовская область;Южный;40866;1797
739;Миллерово;Ростовская область;Южный;36493;1786
740;Морозовск;Ростовская область;Южный;27644;1910
741;Новочеркасск;Ростовская область;Южный;169039;1805
742;Новошахтинск;Ростовская область;Южный;111087;1910
743;Пролетарск;Ростовская область;Южный;20267;17 век
744;Ростов-на-Дону;Ростовская область;Южный;1091544;1749
745;Сальск;Ростовская область;Южный;61312;1812
746;Семикаракорск;Ростовская область;Южный;23884;1672
747;Таганрог;Ростовская область;Южный;257692;1698
748;Цимлянск;Ростовская область;Южный;15029;1672
749;Шахты;Ростовская область;Южный;240152;1805
750;Касимов;Рязанская область;Центральный;33494;1152
751;Кораблино;Рязанская область;Центральный;12657;1676
752;Михайлов;Рязанская область;Центральный;11783;1137
753;Новомичуринск;Рязанская область;Центральный;19309;1968
754;Рыбное;Рязанская область;Центральный;18378;1597
755;Ряжск;Рязанская область;Центральный;21676;1502
756;Рязань;Рязанская область;Центральный;525062;1095
757;Сасово;Рязанская область;Центральный;28117;1642
758;Скопин;Рязанская область;Центральный;30374;1676
759;Спас-Клепики;Рязанская область;Центральный;5917;16 век
760;Спасск-Рязанский;Рязанская область;Центральный;7745;1629
761;Шацк;Рязанская область;Центральный;6562;1553
762;Жигулёвск;Самарская область;Приволжский;57565;1949
763;Кинель;Самарская область;Приволжский;34472;1837
764;Нефтегорск;Самарская область;Приволжский;18732;1960
765;Новокуйбышевск;Самарская область;Приволжский;108449;1946
766;Октябрьск;Самарская область;Приволжский;27244;1684
767;Отрадный;Самарская область;Приволжский;47709;1920-е
768;Похвистнево;Самарская область;Приволжский;28181;1888
769;Самара;Самарская область;Приволжский;1164900;1586
770;Сызрань;Самарская область;Приволжский;178773;1683
771;Тольятти;Самарская область;Приволжский;719484;1737
772;Чапаевск;Самарская область;Приволжский;72689;1909
773;Зеленогорск;Санкт-Петербург;Северо-Западный;12859;1548
774;Колпино;Санкт-Петербург;Северо-Западный;138013;1722
775;Красное Село;Санкт-Петербург;Северо-Западный;44485;18 век
776;Кронштадт;Санкт-Петербург;Северо-Западный;42999;1704
777;Ломоносов;Санкт-Петербург;Северо-Западный;43002;1710
778;Павловск;Санкт-Петербург;Северо-Западный;16058;1777
779;Петергоф;Санкт-Петербург;Северо-Западный;73154;1711
780;Пушкин;Санкт-Петербург;Северо-Западный;92721;1710
781;Санкт-Петербург;Санкт-Петербург;Северо-Западный;4848742;1703
782;Сестрорецк;Санкт-Петербург;Северо-Западный;36680;1714
783;Аркадак;Саратовская область;Приволжский;12846;1721
784;Аткарск;Саратовская область;Приволжский;25620;18 век
785;Балаково;Саратовская область;Приволжский;199576;1762
786;Балашов;Саратовская область;Приволжский;82222;17 век
787;Вольск;Саратовская область;Приволжский;66520;1780
788;Ершов;Саратовская область;Приволжский;21447;1893
789;Калининск;Саратовская область;Приволжский;16442;1680
790;Красноармейск;Саратовская область;Приволжский;24362;1765
791;Красный Кут;Саратовская область;Приволжский;14420;1837
792;Маркс;Саратовская область;Приволжский;31535;1918
793;Новоузенск;Саратовская область;Приволжский;17015;1760
794;Петровск;Саратовская область;Приволжский;31158;1698
795;Пугачёв;Саратовская область;Приволжский;41705;1764
796;Ртищево;Саратовская область;Приволжский;41295;1666
797;Саратов;Саратовская область;Приволжский;836900;1590
798;Хвалынск;Саратовская область;Приволжский;13199;1556
799;Шиханы;Саратовская область;Приволжский;6067;1928
800;Энгельс;Саратовская область;Приволжский;202838;1747
801;Александровск-Сахалинский;Сахалинская область;Дальневосточный;10613;1869
802;Анива;Сахалинская область;Дальневосточный;8449;1886
803;Долинск;Сахалинская область;Дальневосточный;12200;1884
804;Корсаков;Сахалинская область;Дальневосточный;33526;1853
805;Курильск;Сахалинская область;Дальневосточный;2070;18 век
806;Макаров;Сахалинская область;Дальневосточный;6788;1892
807;Невельск;Сахалинская область;Дальневосточный;11682;1946
808;Оха;Сахалинская область;Дальневосточный;23007;1908
809;Поронайск;Сахалинская область;Дальневосточный;16461;1869
810;Северо-Курильск;Сахалинская область;Дальневосточный;2381;
811;Томари;Сахалинская область;Дальневосточный;4537;1870
812;Углегорск;Сахалинская область;Дальневосточный;11880;20 век
813;Холмск;Сахалинская область;Дальневосточный;30936;1870
814;Шахтёрск;Сахалинская область;Дальневосточный;8382;20 век
815;Южно-Сахалинск;Сахалинская область;Дальневосточный;181727;1882
816;Алапаевск;Свердловская область;Уральский;38198;1639
817;Арамиль;Свердловская область;Уральский;14227;1675
818;Артёмовский;Свердловская область;Уральский;32878;1665
819;Асбест;Свердловская область;Уральский;70067;1889
820;Берёзовский;Свердловская область;Уральский;51583;1748
821;Богданович;Свердловская область;Уральский;31752;1885
822;Верхний Тагил;Свердловская область;Уральский;11843;1716
823;Верхняя Пышма;Свердловская область;Уральский;58707;1854
824;Верхняя Салда;Свердловская область;Уральский;46240;1778
825;Верхняя Тура;Свердловская область;Уральский;9468;1737
826;Верхотурье;Свердловская область;Уральский;8815;1597
827;Волчанск;Свердловская область;Уральский;10008;1956
828;Дегтярск;Свердловская область;Уральский;15521;1914
829;Екатеринбург;Свердловская область;Уральский;1377738;1723
830;Заречный;Свердловская область;Уральский;26803;1955
831;Ивдель;Свердловская область;Уральский;17764;1831
832;Ирбит;Свердловская область;Уральский;38352;1631
833;Каменск-Уральский;Свердловская область;Уральский;174710;1682
834;Камышлов;Свердловская область;Уральский;26875;1668
835;Карпинск;Свердловская область;Уральский;29118;1759
836;Качканар;Свердловская область;Уральский;42563;1957
837;Кировград;Свердловская область;Уральский;21959;1661
838;Краснотурьинск;Свердловская область;Уральский;59701;1758
839;Красноуральск;Свердловская область;Уральский;24973;1925
840;Красноуфимск;Свердловская область;Уральский;80457;1736
841;Кушва;Свердловская область;Уральский;33027;1735
842;Лесной;Свердловская область;Уральский;52464;1947
843;Михайловск;Свердловская область;Уральский;9215;1805
844;Невьянск;Свердловская область;Уральский;25147;1701
845;Нижние Серги;Свердловская область;Уральский;11217;1743
846;Нижний Тагил;Свердловская область;Уральский;361883;1722
847;Нижняя Салда;Свердловская область;Уральский;17969;1760
848;Нижняя Тура;Свердловская область;Уральский;21596;1754
849;Новая Ляля;Свердловская область;Уральский;12400;1903
850;Новоуральск;Свердловская область;Уральский;91813;1941
851;Первоуральск;Свердловская область;Уральский;149800;1732
852;Полевской;Свердловская область;Уральский;64316;1718
853;Ревда;Свердловская область;Уральский;61713;1734
854;Реж;Свердловская область;Уральский;38709;1773
855;Североуральск;Свердловская область;Уральский;29279;1758
856;Серов;Свердловская область;Уральский;99381;1893
857;Среднеуральск;Свердловская область;Уральский;20357;1931
858;Сухой Лог;Свердловская область;Уральский;34836;1710
859;Сысерть;Свердловская область;Уральский;20594;1732
860;Тавда;Свердловская область;Уральский;35421;1910
861;Талица;Свердловская область;Уральский;18339;1732
862;Туринск;Свердловская область;Уральский;17990;1600
863;Алагир;Северная Осетия - Алания;Северо-Кавказский;20949;1850
864;Ардон;Северная Осетия - Алания;Северо-Кавказский;18774;1824
865;Беслан;Северная Осетия - Алания;Северо-Кавказский;36724;1847
866;Владикавказ;Северная Осетия - Алания;Северо-Кавказский;311635;1784
867;Дигора;Северная Осетия - Алания;Северо-Кавказский;10856;1852
868;Моздок;Северная Осетия - Алания;Северо-Кавказский;38748;1763
869;Велиж;Смоленская область;Центральный;7620;1536
870;Вязьма;Смоленская область;Центральный;57103;1239
871;Гагарин;Смоленская область;Центральный;31721;1705
872;Демидов;Смоленская область;Центральный;7333;1499
873;Десногорск;Смоленская область;Центральный;29677;1974
874;Дорогобуж;Смоленская область;Центральный;10720;1150
875;Духовщина;Смоленская область;Центральный;4370;1675
876;Ельня;Смоленская область;Центральный;10095;1150
877;Починок;Смоленская область;Центральный;8776;1868
878;Рославль;Смоленская область;Центральный;54898;1137
879;Рудня;Смоленская область;Центральный;10029;1363
880;Сафоново;Смоленская область;Центральный;46116;1859
881;Смоленск;Смоленская область;Центральный;326863;863
882;Сычёвка;Смоленская область;Центральный;8111;1488
883;Ярцево;Смоленская область;Центральный;47853;1610
884;Благодарный;Ставропольский край;Северо-Кавказский;32736;1782
885;Будённовск;Ставропольский край;Северо-Кавказский;64628;1799
886;Георгиевск;Ставропольский край;Северо-Кавказский;72126;1777
887;Ессентуки;Ставропольский край;Северо-Кавказский;100969;1825
888;Железноводск;Ставропольский край;Северо-Кавказский;24496;1810
889;Зеленокумск;Ставропольский край;Северо-Кавказский;35790;1781
890;Изобильный;Ставропольский край;Северо-Кавказский;40546;1895
891;Ипатово;Ставропольский край;Северо-Кавказский;26055;1860
892;Кисловодск;Ставропольский край;Северо-Кавказский;128502;1803
893;Лермонтов;Ставропольский край;Северо-Кавказский;22540;1953
894;Минеральные Воды;Ставропольский край;Северо-Кавказский;76715;1878
895;Михайловск;Ставропольский край;Северо-Кавказский;71018;1784
896;Невинномысск;Ставропольский край;Северо-Кавказский;118351;1825
897;Нефтекумск;Ставропольский край;Северо-Кавказский;27700;1958
898;Новоалександровск;Ставропольский край;Северо-Кавказский;26759;1804
899;Новопавловск;Ставропольский край;Северо-Кавказский;26556;1777
900;Пятигорск;Ставропольский край;Северо-Кавказский;142397;1780
901;Светлоград;Ставропольский край;Северо-Кавказский;38520;1786
902;Ставрополь;Ставропольский край;Северо-Кавказский;398266;1777
903;Жердевка;Тамбовская область;Центральный;15211;1745
904;Кирсанов;Тамбовская область;Центральный;17240;1702
905;Котовск;Тамбовская область;Центральный;31851;1940
906;Мичуринск;Тамбовская область;Центральный;98758;1635
907;Моршанск;Тамбовская область;Центральный;41550;1623
908;Рассказово;Тамбовская область;Центральный;45484;1698
909;Тамбов;Тамбовская область;Центральный;280457;1636
910;Уварово;Тамбовская область;Центральный;26829;1699
911;Агрыз;Татарстан;Приволжский;19299;1646
912;Азнакаево;Татарстан;Приволжский;34859;1762
913;Альметьевск;Татарстан;Приволжский;146309;18 век
914;Арск;Татарстан;Приволжский;18114;13 век
915;Бавлы;Татарстан;Приволжский;22109;1658
916;Болгар;Татарстан;Приволжский;8650;
917;Бугульма;Татарстан;Приволжский;89144;1736
918;Буинск;Татарстан;Приволжский;20342;1691
919;Елабуга;Татарстан;Приволжский;70750;11 век
920;Заинск;Татарстан;Приволжский;41798;1656
921;Зеленодольск;Татарстан;Приволжский;97651;1865
922;Казань;Татарстан;Приволжский;1143546;1005
923;Лаишево;Татарстан;Приволжский;7735;1557
924;Лениногорск;Татарстан;Приволжский;64145;1795
925;Мамадыш;Татарстан;Приволжский;14432;1391
926;Менделеевск;Татарстан;Приволжский;22075;1868
927;Мензелинск;Татарстан;Приволжский;16474;1586
928;Набережные Челны;Татарстан;Приволжский;513242;1626
929;Нижнекамск;Татарстан;Приволжский;234108;1961
930;Нурлат;Татарстан;Приволжский;32600;1905
931;Тетюши;Татарстан;Приволжский;11596;1578
932;Чистополь;Татарстан;Приволжский;60703;18 век
933;Андреаполь;Тверская область;Центральный;8265;1907
934;Бежецк;Тверская область;Центральный;24517;1137
935;Белый;Тверская область;Центральный;3771;1350
936;Бологое;Тверская область;Центральный;23499;1495
937;Весьегонск;Тверская область;Центральный;7330;1564
938;Вышний Волочёк;Тверская область;Центральный;52326;1471
939;Западная Двина;Тверская область;Центральный;9376;1900
940;Зубцов;Тверская область;Центральный;6937;1216
941;Калязин;Тверская область;Центральный;13870;1434
942;Кашин;Тверская область;Центральный;16174;1238
943;Кимры;Тверская область;Центральный;49623;1546
944;Конаково;Тверская область;Центральный;41303;1806
945;Красный Холм;Тверская область;Центральный;5608;1518
946;Кувшиново;Тверская область;Центральный;10008;1910
947;Лихославль;Тверская область;Центральный;12259;1624
948;Нелидово;Тверская область;Центральный;22886;1900
949;Осташков;Тверская область;Центральный;18073;14 век
950;Ржев;Тверская область;Центральный;62026;1216
951;Старица;Тверская область;Центральный;8610;1297
952;Тверь;Тверская область;Центральный;403726;1135
953;Торжок;Тверская область;Центральный;47702;9-10 века
954;Торопец;Тверская область;Центральный;13018;1074
955;Удомля;Тверская область;Центральный;31048;1478
956;Асино;Томская область;Сибирский;25614;1896
957;Кедровый;Томская область;Сибирский;2451;1982
958;Колпашево;Томская область;Сибирский;24126;17 век
959;Северск;Томская область;Сибирский;108466;1949
960;Стрежевой;Томская область;Сибирский;42216;1966
961;Томск;Томская область;Сибирский;522940;1604
962;Алексин;Тульская область;Центральный;61738;1348
963;Белёв;Тульская область;Центральный;13918;1147
964;Богородицк;Тульская область;Центральный;31897;1663
965;Болохово;Тульская область;Центральный;9619;16 век
966;Венёв;Тульская область;Центральный;15220;1371
967;Донской;Тульская область;Центральный;64561;1773
968;Ефремов;Тульская область;Центральный;42350;1637
969;Кимовск;Тульская область;Центральный;28493;17 век
970;Киреевск;Тульская область;Центральный;25585;1762
971;Липки;Тульская область;Центральный;8741;17 век
972;Новомосковск;Тульская область;Центральный;131227;1930
973;Плавск;Тульская область;Центральный;16248;1563
974;Суворов;Тульская область;Центральный;18975;1949
975;Тула;Тульская область;Центральный;501129;1146
976;Узловая;Тульская область;Центральный;55282;1873
977;Чекалин;Тульская область;Центральный;994;1565
978;Щёкино;Тульская область;Центральный;58154;1870
979;Ясногорск;Тульская область;Центральный;16804;1578
980;Советск;Тульская область;Центральный;7537;1949
981;Ак-Довурак;Тыва;Сибирский;13469;1964
982;Кызыл;Тыва;Сибирский;109906;1914
983;Туран;Тыва;Сибирский;4988;1885
984;Чадан;Тыва;Сибирский;9037;1873
985;Шагонар;Тыва;Сибирский;10958;1888
986;Заводоуковск;Тюменская область;Уральский;25657;1729
987;Ишим;Тюменская область;Уральский;69567;1687
988;Тобольск;Тюменская область;Уральский;99698;1587
989;Тюмень;Тюменская область;Уральский;581758;1586
990;Ялуторовск;Тюменская область;Уральский;36494;1659
991;Воткинск;Удмуртия;Приволжский;100034;1759
992;Глазов;Удмуртия;Приволжский;95835;1678
993;Ижевск;Удмуртия;Приволжский;628117;1760
994;Камбарка;Удмуртия;Приволжский;11028;1767
995;Можга;Удмуртия;Приволжский;47959;1835
996;Сарапул;Удмуртия;Приволжский;101390;1621
997;Барыш;Ульяновская область;Приволжский;17149;17 век
998;Димитровград;Ульяновская область;Приволжский;122549;1698
999;Инза;Ульяновская область;Приволжский;18547;1897
1000;Новоульяновск;Ульяновская область;Приволжский;16032;1957
1001;Сенгилей;Ульяновская область;Приволжский;6959;1666
1002;Ульяновск;Ульяновская область;Приволжский;613793;1648
1003;Амурск;Хабаровский край;Дальневосточный;42977;1958
1004;Бикин;Хабаровский край;Дальневосточный;17156;1895
1005;Вяземский;Хабаровский край;Дальневосточный;14556;1894
1006;Комсомольск-на-Амуре;Хабаровский край;Дальневосточный;263906;1932
1007;Николаевск-на-Амуре;Хабаровский край;Дальневосточный;22773;1850
1008;Советская Гавань;Хабаровский край;Дальневосточный;27712;1853
1009;Хабаровск;Хабаровский край;Дальневосточный;577668;1858
1010;Абаза;Хакасия;Сибирский;17111;1867
1011;Абакан;Хакасия;Сибирский;165183;1931
1012;Саяногорск;Хакасия;Сибирский;49889;1975
1013;Сорск;Хакасия;Сибирский;12140;1940-е
1014;Черногорск;Хакасия;Сибирский;72117;1936
1015;Белоярский;Ханты-Мансийский авт. окр.;Уральский;20283;1969
1016;Когалым;Ханты-Мансийский авт. окр.;Уральский;58192;1975
1017;Лангепас;Ханты-Мансийский авт. окр.;Уральский;41675;1980
1018;Лянтор;Ханты-Мансийский авт. окр.;Уральский;38922;1932
1019;Мегион;Ханты-Мансийский авт. окр.;Уральский;49471;1810
1020;Нефтеюганск;Ханты-Мансийский авт. окр.;Уральский;123276;1961
1021;Нижневартовск;Ханты-Мансийский авт. окр.;Уральский;251860;1909
1022;Нягань;Ханты-Мансийский авт. окр.;Уральский;54903;1965
1023;Покачи;Ханты-Мансийский авт. окр.;Уральский;17053;1984
1024;Пыть-Ях;Ханты-Мансийский авт. окр.;Уральский;41453;1968
1025;Радужный;Ханты-Мансийский авт. окр.;Уральский;43394;1973
1026;Советский;Ханты-Мансийский авт. окр.;Уральский;26434;1963
1027;Сургут;Ханты-Мансийский авт. окр.;Уральский;306703;1594
